id,price
54833,23597.10238
54834,30428.29696
54835,21974.9155
54836,47456.35775
54837,27757.9472
54838,13206.76651
54839,14189.31102
54840,57862.84098
54841,45803.41398
54842,227351.5417
54843,46056.84976
54844,92262.37644
54845,46345.71745
54846,39555.94419
54847,15122.35717
54848,12069.72165
54849,48236.76041
54850,31269.25052
54851,68592.4168
54852,16098.89262
54853,92584.95364
54854,47103.08695
54855,9152.415612
54856,63627.01094
54857,17758.64865
54858,17121.02367
54859,21911.50025
54860,9398.381417
54861,60944.58294
54862,21374.4323
54863,48026.96064
54864,16861.38171
54865,9382.280986
54866,41890.85665
54867,31433.59581
54868,31992.20867
54869,70589.4153
54870,50082.56159
54871,56424.51335
54872,35867.37713
54873,8957.056304
54874,37371.39703
54875,41603.17948
54876,16520.01383
54877,30685.61392
54878,34486.48269
54879,29965.69518
54880,64003.82802
54881,23749.26024
54882,37070.05476
54883,21976.83223
54884,22045.81885
54885,22958.24271
54886,114274.0247
54887,26848.41831
54888,122074.6481
54889,19099.04595
54890,42659.40526
54891,34327.53746
54892,165227.1986
54893,20021.03523
54894,12322.69226
54895,37570.16201
54896,30824.72116
54897,15620.03482
54898,17801.38714
54899,17758.11908
54900,14223.34405
54901,11281.74171
54902,53976.89824
54903,44675.3374
54904,84680.7115
54905,15886.899
54906,57452.85246
54907,45639.79914
54908,39659.24838
54909,12957.52019
54910,83489.19744
54911,12556.79523
54912,16915.58528
54913,26054.62318
54914,11175.06613
54915,85834.64695
54916,19749.22943
54917,13140.04817
54918,18072.15708
54919,25164.67336
54920,49528.86572
54921,12559.02688
54922,11029.44828
54923,53280.88759
54924,74042.64338
54925,38286.11409
54926,69078.81168
54927,28122.6585
54928,31718.78456
54929,13534.58558
54930,22318.58625
54931,71143.30604
54932,38294.54071
54933,15181.85944
54934,21798.64026
54935,48481.32594
54936,22501.58467
54937,32053.57815
54938,64641.5401
54939,107672.6832
54940,38914.79092
54941,13565.55577
54942,27092.45741
54943,37385.8365
54944,14402.20095
54945,56165.79246
54946,67802.35678
54947,63885.38113
54948,21077.01131
54949,42519.19626
54950,22289.81768
54951,49008.95158
54952,65072.31012
54953,47282.58486
54954,16686.43658
54955,151733.8334
54956,42541.18303
54957,14643.97547
54958,35577.42703
54959,14708.23614
54960,47329.1736
54961,39902.20011
54962,15863.42289
54963,67243.69039
54964,13568.68125
54965,34362.46193
54966,50087.05867
54967,35443.13198
54968,40878.9748
54969,41365.73612
54970,63248.35873
54971,128305.5639
54972,42804.35823
54973,63912.79955
54974,17159.02414
54975,10505.88321
54976,24697.63821
54977,22765.66549
54978,43107.21158
54979,14978.76004
54980,47764.77723
54981,26270.87908
54982,12509.57492
54983,40334.11244
54984,64276.92398
54985,29847.88684
54986,34865.86506
54987,44187.85174
54988,68296.57775
54989,16731.66711
54990,24786.93963
54991,79194.5278
54992,16619.92032
54993,54492.29687
54994,16151.52362
54995,68478.97096
54996,26966.41351
54997,11939.82292
54998,31313.7883
54999,31826.43679
55000,50887.43346
55001,79332.13171
55002,127286.2912
55003,23672.22553
55004,47268.39218
55005,45146.50735
55006,34906.2138
55007,28752.48853
55008,124782.8559
55009,89239.63204
55010,66795.1527
55011,65045.61072
55012,22483.31639
55013,71972.53953
55014,27162.04833
55015,72861.13922
55016,66327.59447
55017,19420.93716
55018,36294.1816
55019,72933.69619
55020,35575.65592
55021,16651.29391
55022,90052.30828
55023,51646.14541
55024,29871.65726
55025,16441.80534
55026,24161.28075
55027,53590.66532
55028,37619.7429
55029,108088.6531
55030,52580.96908
55031,18619.30953
55032,33264.4569
55033,57772.02555
55034,60898.0878
55035,16411.37441
55036,29336.52728
55037,30586.51711
55038,34877.38856
55039,19197.01242
55040,42772.40445
55041,30108.29035
55042,102665.5398
55043,10305.99794
55044,37975.66333
55045,43074.87936
55046,17864.46855
55047,34210.25597
55048,40191.5876
55049,12041.17202
55050,27506.88408
55051,77525.84051
55052,30071.66436
55053,34029.32372
55054,81374.55023
55055,11237.22828
55056,61169.30471
55057,46408.59109
55058,31704.09237
55059,41404.43469
55060,31603.97444
55061,37434.42155
55062,11292.81078
55063,14595.9251
55064,60797.97856
55065,23071.7832
55066,43356.78696
55067,31418.03165
55068,128914.3044
55069,20235.09321
55070,36182.50037
55071,66823.53241
55072,16690.94502
55073,67495.56616
55074,48114.30489
55075,10914.87427
55076,15148.10898
55077,15391.79152
55078,17102.82092
55079,14026.16926
55080,37969.15375
55081,43115.30773
55082,123134.0616
55083,94874.63908
55084,77415.4182
55085,29992.89872
55086,37895.67791
55087,49152.02583
55088,33824.1078
55089,70291.24077
55090,18390.40401
55091,44331.97913
55092,74145.97621
55093,12066.67132
55094,99864.12726
55095,42632.91912
55096,42859.93426
55097,21114.70331
55098,72494.03701
55099,33779.68373
55100,57725.31326
55101,65598.69776
55102,22474.65347
55103,23835.8303
55104,46345.71745
55105,50179.2085
55106,17172.6914
55107,15970.69994
55108,36451.12314
55109,54771.8474
55110,12653.08854
55111,57796.6654
55112,75070.87748
55113,44443.84285
55114,83163.30295
55115,31150.1827
55116,55454.3845
55117,8957.056304
55118,39082.70404
55119,45961.31633
55120,24803.93325
55121,28115.40056
55122,13724.9718
55123,104008.7586
55124,40168.64973
55125,78951.18044
55126,10794.39719
55127,83784.27902
55128,49348.9486
55129,49403.89601
55130,17320.3599
55131,53588.93783
55132,71828.17929
55133,22993.8402
55134,78218.36433
55135,88974.3154
55136,36111.20358
55137,17891.73653
55138,27101.49774
55139,28818.08224
55140,15886.899
55141,25733.68128
55142,57377.08039
55143,28207.50044
55144,24879.26406
55145,45032.42986
55146,63301.14937
55147,69595.00384
55148,57147.46206
55149,24238.35854
55150,30341.81135
55151,93075.7848
55152,17333.24543
55153,23942.51087
55154,24106.40206
55155,104859.8084
55156,98025.01106
55157,11078.27574
55158,86528.31642
55159,147553.6236
55160,47543.96476
55161,16526.99783
55162,79031.63299
55163,23650.18676
55164,25256.35367
55165,46045.79799
55166,27936.0237
55167,78679.64572
55168,31879.28845
55169,88597.27892
55170,51365.62533
55171,14223.34405
55172,20767.89443
55173,100193.3031
55174,10619.49362
55175,36335.82403
55176,26050.85085
55177,47804.7094
55178,78385.7818
55179,40250.88599
55180,23177.08313
55181,15215.66021
55182,27465.76627
55183,68170.59663
55184,13690.45801
55185,22045.81885
55186,12089.93384
55187,17481.14169
55188,22439.20323
55189,49254.67685
55190,24985.62125
55191,135864.6129
55192,47836.0027
55193,12300.79208
55194,17199.37483
55195,57043.4881
55196,33633.76782
55197,59229.9947
55198,10946.11706
55199,85193.55966
55200,69743.88126
55201,9728.365931
55202,21144.84802
55203,63248.35873
55204,65287.82816
55205,60978.43741
55206,52086.9959
55207,27285.88202
55208,45817.59349
55209,55125.96372
55210,38343.03341
55211,37679.69784
55212,27220.80568
55213,14260.38115
55214,48013.00424
55215,39662.30502
55216,71584.12711
55217,58381.11916
55218,17377.93776
55219,44443.84285
55220,15800.57962
55221,15746.43304
55222,20587.3778
55223,16985.24875
55224,27220.80568
55225,32142.75351
55226,43514.96191
55227,26690.38969
55228,19895.92151
55229,20023.90551
55230,101045.9542
55231,36870.49323
55232,22731.36187
55233,25339.49446
55234,43356.78696
55235,25562.36265
55236,45833.47818
55237,39672.5515
55238,39064.82815
55239,26570.29721
55240,90047.44718
55241,10286.44477
55242,52398.1567
55243,92284.78782
55244,27306.36476
55245,42509.2821
55246,62566.63847
55247,11244.0582
55248,34691.39465
55249,11215.21107
55250,12367.95549
55251,29162.43762
55252,79579.91548
55253,47448.4983
55254,63168.52857
55255,12240.87386
55256,12849.47724
55257,15620.03482
55258,48659.67898
55259,21156.69525
55260,93208.50975
55261,39771.1121
55262,11724.68665
55263,44443.84285
55264,75985.28681
55265,72573.68205
55266,39133.9411
55267,13981.67541
55268,28511.04263
55269,42121.19029
55270,13388.49999
55271,14034.01338
55272,17329.29175
55273,47266.76493
55274,9396.156053
55275,49443.85293
55276,22153.49073
55277,42449.77862
55278,67900.35267
55279,15684.01354
55280,15148.10898
55281,61462.26349
55282,62742.54251
55283,37450.92746
55284,22621.06161
55285,31394.86729
55286,19394.4453
55287,30912.55542
55288,11985.65651
55289,31161.97344
55290,44113.60702
55291,17213.52812
55292,17324.12661
55293,71845.43209
55294,49522.9094
55295,20326.91826
55296,19636.74914
55297,54648.18138
55298,70059.41096
55299,26421.1921
55300,24959.684
55301,19971.90263
55302,25172.2469
55303,88848.52262
55304,32284.42249
55305,39491.08442
55306,57725.31326
55307,23342.86341
55308,11188.57202
55309,38379.91806
55310,12781.26823
55311,24838.77894
55312,15265.80392
55313,42638.38875
55314,98905.83011
55315,16604.36606
55316,99922.16993
55317,11857.82183
55318,5774.937031
55319,14482.28573
55320,32024.6492
55321,33170.42214
55322,14015.81241
55323,111829.8531
55324,48992.08916
55325,50534.04061
55326,22063.96628
55327,30240.04534
55328,45327.04096
55329,22928.08933
55330,49710.04109
55331,27743.80502
55332,40687.69801
55333,54921.9161
55334,31819.26866
55335,26340.78635
55336,35730.57007
55337,12526.48684
55338,31653.82572
55339,66403.1606
55340,49499.15775
55341,44348.87982
55342,69801.18549
55343,56197.68365
55344,61990.38709
55345,19958.6109
55346,53588.93783
55347,29157.84225
55348,12329.46342
55349,15568.77054
55350,14893.48901
55351,97571.18891
55352,9798.490927
55353,25847.24114
55354,67755.85178
55355,34877.38856
55356,32997.70142
55357,70386.88291
55358,14935.18712
55359,26532.6765
55360,21809.74097
55361,37707.93208
55362,42546.04192
55363,31320.17782
55364,36472.67032
55365,11893.16872
55366,14895.18808
55367,26340.78635
55368,26684.4198
55369,41099.08051
55370,57243.24959
55371,33744.87815
55372,18117.98906
55373,33780.25391
55374,28686.55497
55375,37740.15886
55376,11626.8371
55377,12985.49142
55378,13358.9601
55379,22641.78868
55380,30794.0371
55381,35120.44176
55382,38642.8758
55383,62542.23878
55384,66805.99528
55385,51642.30562
55386,42613.43257
55387,54574.53066
55388,38112.83088
55389,33558.0957
55390,52638.8943
55391,95284.9132
55392,30028.45867
55393,26540.49642
55394,43346.15421
55395,20703.36192
55396,50702.72607
55397,37511.58018
55398,94036.7303
55399,22140.43977
55400,43768.27736
55401,22910.13581
55402,109413.5593
55403,35067.6679
55404,10174.87621
55405,21320.46929
55406,49947.33754
55407,17758.11908
55408,26126.12241
55409,36796.85489
55410,47224.71585
55411,19986.63083
55412,19882.581
55413,58376.93109
55414,37986.6706
55415,23979.54726
55416,17060.48317
55417,12297.53314
55418,62571.7708
55419,30073.48825
55420,59606.40378
55421,15737.3118
55422,58788.3508
55423,17335.26679
55424,83510.71516
55425,46569.08599
55426,24443.01824
55427,42356.17719
55428,87271.45986
55429,30314.53707
55430,17260.66078
55431,75164.53194
55432,63784.67509
55433,48434.24479
55434,19548.92674
55435,9841.251047
55436,15131.78267
55437,54039.15718
55438,51689.20191
55439,50094.68172
55440,51420.08874
55441,14964.33393
55442,28569.74802
55443,99762.86502
55444,24838.77894
55445,22418.1307
55446,104189.6088
55447,8963.886218
55448,96570.93622
55449,45247.55887
55450,61970.98607
55451,45598.49289
55452,52744.42376
55453,30815.79011
55454,53444.04443
55455,51227.34344
55456,39987.5137
55457,15655.89969
55458,45556.53717
55459,13662.79815
55460,12118.4225
55461,40201.54225
55462,22989.77336
55463,106538.9645
55464,18010.42444
55465,15989.23404
55466,67370.6577
55467,17801.38714
55468,56031.10433
55469,20857.0823
55470,50421.50766
55471,40213.31591
55472,47571.51206
55473,17523.07484
55474,39467.24173
55475,31309.51641
55476,15251.96925
55477,67469.34495
55478,19984.48256
55479,10305.99794
55480,19368.47612
55481,36534.03359
55482,29115.03276
55483,13752.20247
55484,67200.85734
55485,13031.05422
55486,50240.22852
55487,33318.18317
55488,56699.03814
55489,16464.70117
55490,15259.62544
55491,22915.07336
55492,22862.77558
55493,32936.11491
55494,25730.61614
55495,31721.7142
55496,82043.82167
55497,101324.2575
55498,81021.99432
55499,67129.8634
55500,16123.29156
55501,33348.16251
55502,59658.86808
55503,17187.65341
55504,57034.17361
55505,42412.87262
55506,114232.8314
55507,14010.67472
55508,64513.45569
55509,78539.05469
55510,40116.5901
55511,37547.6552
55512,14674.57272
55513,53574.12135
55514,30000.91201
55515,35697.53157
55516,23282.38332
55517,76532.44545
55518,51524.41141
55519,35200.83031
55520,25548.20095
55521,56242.76776
55522,11038.19082
55523,13010.54686
55524,70796.42605
55525,12710.02843
55526,28957.88211
55527,15620.03482
55528,11340.69913
55529,16148.66957
55530,11900.4433
55531,39699.60846
55532,63279.61966
55533,10967.97861
55534,43403.06482
55535,14564.26955
55536,12473.95485
55537,69344.69957
55538,25361.15584
55539,32340.13294
55540,11597.42177
55541,39568.7287
55542,10872.86199
55543,50547.89899
55544,63565.21075
55545,48692.27226
55546,33143.14531
55547,29724.81031
55548,9805.32084
55549,42085.3458
55550,95498.27449
55551,57527.20017
55552,9289.168297
55553,24335.4954
55554,15888.67566
55555,58390.64276
55556,30015.06067
55557,14547.47873
55558,41604.5869
55559,38907.79216
55560,9386.08969
55561,24699.37372
55562,22883.50852
55563,37197.27677
55564,83438.39777
55565,32945.72566
55566,10869.16215
55567,65917.50157
55568,59276.60345
55569,17546.54926
55570,18624.45328
55571,214389.4823
55572,70723.35016
55573,51818.84454
55574,11654.67229
55575,23253.65721
55576,20667.76298
55577,18144.03915
55578,11933.87125
55579,23286.41741
55580,65760.07912
55581,20801.42928
55582,9798.490927
55583,30971.69232
55584,66092.69832
55585,22241.03353
55586,16148.66957
55587,29217.02869
55588,18278.51854
55589,50797.08052
55590,28269.53862
55591,74496.94875
55592,14390.51718
55593,52208.27219
55594,25525.41695
55595,13252.20069
55596,34471.89958
55597,41889.52886
55598,63375.22135
55599,21507.69376
55600,47329.70654
55601,50910.30782
55602,14023.37353
55603,37781.87132
55604,34470.71931
55605,46726.20804
55606,84898.10593
55607,49628.86469
55608,12028.07324
55609,49714.5898
55610,18043.79321
55611,70934.89897
55612,17726.25567
55613,13021.00799
55614,66596.4013
55615,30727.98973
55616,44355.20467
55617,28193.33303
55618,13016.7171
55619,74290.63348
55620,11478.72085
55621,15940.25535
55622,79201.4665
55623,10920.44616
55624,17899.54964
55625,23257.90273
55626,32385.24816
55627,49371.53341
55628,23056.78501
55629,37904.79558
55630,43121.79531
55631,31717.15318
55632,49774.51134
55633,27910.27864
55634,26540.15915
55635,16066.06136
55636,36890.29442
55637,19648.60891
55638,9510.244195
55639,70375.55076
55640,12567.07578
55641,40833.90471
55642,102388.9401
55643,23679.73381
55644,12384.85441
55645,30476.17269
55646,43228.74674
55647,58440.10027
55648,50658.40963
55649,104192.6241
55650,34147.34748
55651,10073.08243
55652,95417.92542
55653,15556.44189
55654,86186.76985
55655,50065.09925
55656,11363.17255
55657,16645.29691
55658,20606.00045
55659,46204.96079
55660,13790.25613
55661,9798.490927
55662,19678.73458
55663,46632.47694
55664,34470.71931
55665,29165.90919
55666,65486.32294
55667,20909.13898
55668,42725.36868
55669,32376.37531
55670,13784.1486
55671,69379.81493
55672,12627.62208
55673,27994.08282
55674,14569.87123
55675,59561.31458
55676,32276.03872
55677,34763.95971
55678,27572.97426
55679,15082.44499
55680,12625.49308
55681,18640.74755
55682,46561.95
55683,11844.22474
55684,12353.25441
55685,34727.16977
55686,47111.96999
55687,12028.72209
55688,20896.90144
55689,44780.59894
55690,42990.30327
55691,14935.18712
55692,65598.06565
55693,38899.07221
55694,42501.12648
55695,27738.91847
55696,39886.90067
55697,13967.73756
55698,35012.27311
55699,15620.03482
55700,54917.87288
55701,61975.94178
55702,26022.57383
55703,31907.89542
55704,13681.50277
55705,24697.63821
55706,51384.23197
55707,53899.46976
55708,26445.19159
55709,36479.14129
55710,51818.84454
55711,57595.38239
55712,26956.72486
55713,29942.65615
55714,15836.11962
55715,31313.95788
55716,33699.95917
55717,26510.599
55718,10662.50453
55719,38451.82443
55720,15720.16515
55721,11478.72085
55722,35250.83811
55723,10716.73531
55724,13005.11256
55725,17116.19244
55726,30486.24569
55727,32275.02747
55728,44054.3759
55729,39029.29627
55730,11400.35632
55731,45854.67578
55732,46248.37376
55733,59269.85719
55734,18731.69878
55735,29894.88291
55736,18579.74717
55737,31498.47792
55738,66664.0922
55739,71492.22036
55740,70662.54535
55741,77404.53741
55742,71845.43209
55743,58481.03433
55744,75481.54565
55745,15689.85317
55746,40557.28011
55747,47813.26392
55748,47855.2207
55749,37700.5922
55750,26952.49658
55751,56870.19763
55752,50082.56159
55753,23508.27718
55754,21384.0485
55755,16353.31453
55756,26765.15999
55757,29109.79176
55758,75768.43614
55759,25615.69861
55760,71976.85755
55761,12906.34238
55762,36249.19393
55763,68746.49346
55764,55958.7967
55765,11281.04885
55766,11551.45141
55767,36440.50618
55768,70275.57652
55769,85039.60684
55770,57452.14362
55771,55499.15764
55772,51699.1369
55773,23975.07723
55774,26996.21039
55775,34514.20602
55776,29598.60632
55777,33641.39627
55778,26184.40505
55779,9379.259777
55780,22063.96628
55781,51642.30562
55782,23101.91493
55783,33290.45069
55784,64626.57451
55785,24655.25756
55786,21452.64062
55787,29430.68707
55788,67237.94224
55789,16332.82801
55790,16392.56877
55791,30563.14631
55792,60764.9853
55793,10278.71372
55794,40228.81857
55795,26920.64699
55796,39400.24137
55797,51118.3352
55798,35877.87454
55799,32995.95952
55800,44746.01638
55801,55403.26443
55802,84153.16371
55803,62913.08768
55804,49724.2406
55805,42802.29284
55806,42114.3278
55807,85793.99744
55808,12109.72069
55809,11762.44801
55810,35406.98704
55811,10914.87427
55812,33143.89203
55813,113633.4901
55814,33781.42132
55815,36727.38338
55816,8563.038469
55817,70939.88067
55818,18391.00572
55819,24553.01364
55820,42169.13592
55821,29264.36866
55822,43244.92324
55823,12140.95877
55824,23665.06814
55825,62604.1624
55826,55085.11822
55827,9958.324235
55828,25929.67083
